Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption
PL_COMC_GAS,PL_COMC_GAS,384.4183578477,2,PL,,,COMC,GAS,0.57,2,4,0.03,0.03,,0,0,0.36,0.57,1,0.42,,,,,,,,,,,,,,
PL_STUR_HRD,PL_STUR_HRD,739.1452,25,PL,,,STUR,HRD,0.46,8,8,0.0177777777777778,0.0177777777777778,,0,0,0.3,0.46,2,0.81,,,,,,,,,,,,,,
PL_STUR_LIG,PL_STUR_LIG,706.918333333334,12,PL,,,STUR,LIG,0.393,8,8,0.0152097902097901,0.0174825174825174,,12.5616438356165,0,0.389,0.4075,5,1.05,,,,,,,,,,,,,,
PL_PHOT_SUN,PL_PHOT_SUN,186,1,PL,,,PHOT,SUN,1,0,0,0.02,0.02,,0,0,0,1,0,0,,,,,,,,,,,,,,
PL_HPHS_WAT,PL_HPHS_WAT,1770.12,1,PL,,,HPHS,WAT,0.8,0,0,0.0666666666666667,0.0666666666666667,,0,0,0,1,0,0,,,,,,,,,8850.6,0,1770.12,0.8,,
PL_WTON_WIN,PL_WTON_WIN,5697,1,PL,,,WTON,WIN,1,0,0,0.02,0.02,,0,0,0,1,0,0,,,,,,,,,,,,,,
PT_STUR_BIO,PT_STUR_BIO,161.9204087,2,PT,,,STUR,BIO,0.46,4,6,0.02,0.02,,12.5,1.3,0.35,0.35,1,0,back-pressure,1,0,161.9204087,,,,,,,,,,
PT_COMC_GAS,PT_COMC_GAS,394.2800561,9,PT,,,COMC,GAS,0.57,2,4,0.03,0.03,,0,0,0.36,0.57,1,0.42,,,,,,,,,,,,,,
PT_GTUR_GAS,PT_GTUR_GAS,58.04818301,7,PT,,,GTUR,GAS,0.425,0,0,0.166666667,0.166666667,,0,0,0.2,0.425,0.166666667,0.564705882,,,,,,,,,,,,,,
PT_ICEN_GAS,PT_ICEN_GAS,9.815312958,38,PT,,,ICEN,GAS,0.49,0,0,1,1,,0,0,0.3,0.49,0,0.489795918,,,,,,,,,,,,,,
PT_STUR_GAS,PT_STUR_GAS,61.69426771,1,PT,,,STUR,GAS,0.38,0,0,0.02,0.02,,0,0,0.4,0.38,0,0,,,,,,,,,,,,,,
PT_STUR_HRD,PT_STUR_HRD,585.3333333,3,PT,,,STUR,HRD,0.46,8,8,0.017777778,0.017777778,,0,0,0.3,0.46,2,0.81,,,,,,,,,,,,,,
PT_PHOT_SUN,PT_PHOT_SUN,439,1,PT,,,PHOT,SUN,1,0,0,0.02,0.02,,0,0,0,1,0,0,,,,,,,,,,,,,,
PT_HROR_WAT,PT_HROR_WAT,2986.8,1,PT,,,HROR,WAT,1,0,0,0.02,0.02,,0,0,0,1,0,0,,,,,,,,,,,,,,
PT_HPHS_WAT,PT_HPHS_WAT,3134.3,1,PT,,,HPHS,WAT,0.8,0,0,0.066666667,0.066666667,,0,0,0,1,0,0,,,,,,,,,2897771,0,1623.4,0.8,,
PT_WTON_WIN,PT_WTON_WIN,5045,1,PT,,,WTON,WIN,1,0,0,0.02,0.02,,0,0,0,1,0,0,,,,,,,,,,,,,,
RO_COMC_GAS,RO_COMC_GAS,327.020399487703,4,RO,,,COMC,GAS,0.57,2,4,0.03,0.03,,0,0,0.36,0.57,1,0.42,,,,,,,,,,,,,,
RO_GTUR_GAS,RO_GTUR_GAS,60.352449462211,3,RO,,,GTUR,GAS,0.425,0,0,0.166666666666667,0.166666666666667,,0,0,0.2,0.425,0.166666666666667,0.564705882352941,,,,,,,,,,,,,,
RO_STUR_GAS,RO_STUR_GAS,116.89023661092,29,RO,,,STUR,GAS,0.38,0,0,0.02,0.02,,0,0,0.4,0.38,0,0,,,,,,,,,,,,,,
RO_STUR_HRD,RO_STUR_HRD,478.63768115942,2,RO,,,STUR,HRD,0.46,8,8,0.0177777777777778,0.0177777777777778,,0,0,0.3,0.46,2,0.81,,,,,,,,,,,,,,
RO_STUR_LIG,RO_STUR_LIG,757.666666666667,6,RO,,,STUR,LIG,0.393,8,8,0.0152097902097901,0.0174825174825174,,12.5616438356165,0,0.389,0.4075,5,1.05,,,,,,,,,,,,,,
RO_STUR_NUC,RO_STUR_NUC,649,2,RO,,,STUR,NUC,1,24,24,0.0033333333333333,0.0033333333333333,,0,0,0.5,1,12,0,,,,,,,,,,,,,,
RO_PHOT_SUN,RO_PHOT_SUN,1301,1,RO,,,PHOT,SUN,1,0,0,0.02,0.02,,0,0,0,1,0,0,,,,,,,,,,,,,,
RO_HDAM_WAT,RO_HDAM_WAT,4006,1,RO,,,HDAM,WAT,0.8,0,0,0.0666666666666667,0.0666666666666667,,0,0,0,1,0,0,,,,,,,,,2641200,0,0,0.8,,
RO_HROR_WAT,RO_HROR_WAT,2697,1,RO,,,HROR,WAT,1,0,0,0.02,0.02,,0,0,0,1,0,0,,,,,,,,,,,,,,
RO_WTON_WIN,RO_WTON_WIN,2965,1,RO,,,WTON,WIN,1,0,0,0.02,0.02,,0,0,0,1,0,0,,,,,,,,,,,,,,
SE_STUR_NUC,SE_STUR_NUC,987.777777777778,9,SE,,,STUR,NUC,1,24,24,0.0033333333333333,0.0033333333333333,,0,0,0.5,1,12,0,,,,,,,,,,,,,,
SE_HDAM_WAT,SE_HDAM_WAT,15917,1,SE,,,HDAM,WAT,0.8,0,0,0.0666666666666667,0.0666666666666667,,0,0,0,1,0,0,,,,,,,,,30694000,0,0,0.8,,
SE_WTON_WIN,SE_WTON_WIN,5493,1,SE,,,WTON,WIN,1,0,0,0.02,0.02,,0,0,0,1,0,0,,,,,,,,,,,,,,
SE_STUR_OTH,SE_STUR_OTH,148.741398446171,53,SE,,,STUR,OTH,0.3,4,4,0.02,0.02,,0,0,0.5,0.3,0,0,,,,,,,,,,,,,,
SI_COMC_GAS,SI_COMC_GAS,118.181412970805,1,SI,,,COMC,GAS,0.57,2,4,0.03,0.03,,0,0,0.36,0.57,1,0.42,,,,,,,,,,,,,,
SI_GTUR_GAS,SI_GTUR_GAS,60.6539526887198,6,SI,,,GTUR,GAS,0.425,0,0,0.166666666666667,0.166666666666667,,0,0,0.2,0.425,0.166666666666667,0.564705882352941,,,,,,,,,,,,,,
SI_STUR_LIG,SI_STUR_LIG,460.5,2,SI,,,STUR,LIG,0.393,8,8,0.0152097902097901,0.0174825174825174,,12.5616438356165,0,0.389,0.4075,5,1.05,,,,,,,,,,,,,,
SI_STUR_NUC,SI_STUR_NUC,696,1,SI,,,STUR,NUC,1,24,24,0.0033333333333333,0.0033333333333333,,0,0,0.5,1,12,0,,,,,,,,,,,,,,
SI_PHOT_SUN,SI_PHOT_SUN,263,1,SI,,,PHOT,SUN,1,0,0,0.02,0.02,,0,0,0,1,0,0,,,,,,,,,,,,,,
SI_HROR_WAT,SI_HROR_WAT,1116,1,SI,,,HROR,WAT,1,0,0,0.02,0.02,,0,0,0,1,0,0,,,,,,,,,,,,,,
SI_HPHS_WAT,SI_HPHS_WAT,180,1,SI,,,HPHS,WAT,0.8,0,0,0.0666666666666667,0.0666666666666667,,0,0,0,1,0,0,,,,,,,,,2600,0,180,0.8,,
SK_STUR_BIO,SK_STUR_BIO,112,2,SK,,,STUR,BIO,0.46,4,6,0.02,0.02,,12.5,1.3,0.35,0.35,1,0,back-pressure,1,0,112,,,,,,,,,,
SK_COMC_GAS,SK_COMC_GAS,384.8166723,2,SK,,,COMC,GAS,0.57,2,4,0.03,0.03,,0,0,0.36,0.57,1,0.42,,,,,,,,,,,,,,
SK_GTUR_GAS,SK_GTUR_GAS,62.49580228,4,SK,,,GTUR,GAS,0.425,0,0,0.166666667,0.166666667,,0,0,0.2,0.425,0.166666667,0.564705882,,,,,,,,,,,,,,
SK_STUR_HRD,SK_STUR_HRD,105.4166667,1,SK,,,STUR,HRD,0.46,8,8,0.017777778,0.017777778,,0,0,0.3,0.46,2,0.81,,,,,,,,,,,,,,
SK_STUR_LIG,SK_STUR_LIG,458,1,SK,,,STUR,LIG,0.393,8,8,0.01520979,0.017482517,,12.56164384,0,0.389,0.4075,5,1.05,,,,,,,,,,,,,,
SK_STUR_NUC,SK_STUR_NUC,970,2,SK,,,STUR,NUC,1,24,24,0.003333333,0.003333333,,0,0,0.5,1,12,0,,,,,,,,,,,,,,
SK_PHOT_SUN,SK_PHOT_SUN,530,1,SK,,,PHOT,SUN,1,0,0,0.02,0.02,,0,0,0,1,0,0,,,,,,,,,,,,,,
SK_HROR_WAT,SK_HROR_WAT,1303,1,SK,,,HROR,WAT,1,0,0,0.02,0.02,,0,0,0,1,0,0,,,,,,,,,,,,,,
SK_HPHS_WAT,SK_HPHS_WAT,1234,1,SK,,,HPHS,WAT,0.8,0,0,0.066666667,0.066666667,,0,0,0,1,0,0,,,,,,,,,1735630.76,0,916,0.8,,
SK_STUR_OTH,SK_STUR_OTH,138.3529412,3,SK,,,STUR,OTH,0.3,4,4,0.02,0.02,,0,0,0.5,0.3,0,0,,,,,,,,,,,,,,
UK_STUR_BIO,UK_STUR_BIO,159.1436212,2,UK,,,STUR,BIO,0.46,4,6,0.02,0.02,,12.5,1.3,0.35,0.35,1,0,back-pressure,1,0,159.1436212,,,,,,,,,,
UK_COMC_GAS,UK_COMC_GAS,414.0198211,60,UK,,,COMC,GAS,0.57,2,4,0.03,0.03,,0,0,0.36,0.57,1,0.42,,,,,,,,,,,,,,
UK_GTUR_GAS,UK_GTUR_GAS,60.13424818,11,UK,,,GTUR,GAS,0.425,0,0,0.166666667,0.166666667,,0,0,0.2,0.425,0.166666667,0.564705882,,,,,,,,,,,,,,
UK_ICEN_GAS,UK_ICEN_GAS,9.680959146,13,UK,,,ICEN,GAS,0.49,0,0,1,1,,0,0,0.3,0.49,0,0.489795918,,,,,,,,,,,,,,
UK_STUR_GAS,UK_STUR_GAS,106.8689917,2,UK,,,STUR,GAS,0.38,0,0,0.02,0.02,,0,0,0.4,0.38,0,0,,,,,,,,,,,,,,
UK_STUR_HRD,UK_STUR_HRD,731.6666667,21,UK,,,STUR,HRD,0.46,8,8,0.017777778,0.017777778,,0,0,0.3,0.46,2,0.81,,,,,,,,,,,,,,
UK_STUR_NUC,UK_STUR_NUC,997.8888889,9,UK,,,STUR,NUC,1,24,24,0.003333333,0.003333333,,0,0,0.5,1,12,0,,,,,,,,,,,,,,
UK_PHOT_SUN,UK_PHOT_SUN,11500,1,UK,,,PHOT,SUN,1,0,0,0.02,0.02,,0,0,0,1,0,0,,,,,,,,,,,,,,
UK_HPHS_WAT,UK_HPHS_WAT,2744,1,UK,,,HPHS,WAT,0.8,0,0,0.066666667,0.066666667,,0,0,0,1,0,0,,,,,,,,,13720,0,2744,0.8,,
UK_WTOF_WIN,UK_WTOF_WIN,5000,1,UK,,,WTOF,WIN,1,0,0,0.02,0.02,,0,0,0,1,0,0,,,,,,,,,,,,,,
UK_WTON_WIN,UK_WTON_WIN,10000,1,UK,,,WTON,WIN,1,0,0,0.02,0.02,,0,0,0,1,0,0,,,,,,,,,,,,,,
UK_STUR_OTH,UK_STUR_OTH,149.841785,29,UK,,,STUR,OTH,0.3,4,4,0.02,0.02,,0,0,0.5,0.3,0,0,,,,,,,,,,,,,,
