name,company,street,postcode,city,country,capacity,energy_source,technology,chp,commissioned,type,lat,lon,eic_code,energy_source_level_1,energy_source_level_2,energy_source_level_3,additional_info,comment,source,,,,,,,,,,,,,,,,,,,,,
Trmice TG4,,,,,CZ,20,Lignite,Steam turbine,,,,,,,Fossil fuels,Lignite,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
Trmice TG5,,,,,CZ,20,Lignite,Steam turbine,,,,,,,Fossil fuels,Lignite,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
Trmice TG6,,,,,CZ,16,Lignite,Steam turbine,,,,,,,Fossil fuels,Lignite,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
Trmice TG7,,,,,CZ,16,Lignite,Steam turbine,,,,,,,Fossil fuels,Lignite,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
Trmice TG8,,,,,CZ,16,Lignite,Steam turbine,,,,,,,Fossil fuels,Lignite,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
Trebovice TG15,,,,,CZ,72,Lignite,Steam turbine,,,,,,,Fossil fuels,Lignite,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
Trebovice TG16,,,,,CZ,72,Lignite,Steam turbine,,,,,,,Fossil fuels,Lignite,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
Trebovice TG33,,,,,CZ,33,Lignite,Steam turbine,,,,,,,Fossil fuels,Lignite,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
Tušimice 2 B21,,,,,CZ,200,Lignite,Steam turbine,,,,,,,Fossil fuels,Lignite,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
Tušimice 2 B22,,,,,CZ,200,Lignite,Steam turbine,,,,,,,Fossil fuels,Lignite,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
Tušimice 2 B23,,,,,CZ,200,Lignite,Steam turbine,,,,,,,Fossil fuels,Lignite,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
Tušimice 2 B24,,,,,CZ,200,Lignite,Steam turbine,,,,,,,Fossil fuels,Lignite,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
Detmarovice B1,,,,,CZ,200,Hard coal,Steam turbine,,,,,,,Fossil fuels,Hard coal,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
Detmarovice B2,,,,,CZ,200,Hard coal,Steam turbine,,,,,,,Fossil fuels,Hard coal,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
Detmarovice B3,,,,,CZ,200,Hard coal,Steam turbine,,,,,,,Fossil fuels,Hard coal,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
Detmarovice B4,,,,,CZ,200,Hard coal,Steam turbine,,,,,,,Fossil fuels,Hard coal,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
PEVitkovice EVI,,,,,CZ,79,Hard coal,Steam turbine,,,,,,,Fossil fuels,Hard coal,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
Porici 2 EPO2,,,,,CZ,165,Hard coal,Steam turbine,,,,,,,Fossil fuels,Hard coal,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
CS Armáda CSA,,,,,CZ,24,Hard coal,Steam turbine,,,,,,,Fossil fuels,Hard coal,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
MITTAL NH,,,,,CZ,254,Hard coal,Steam turbine,,,,,,,Fossil fuels,Hard coal,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
Trinec TZ,,,,,CZ,96,Hard coal,Steam turbine,,,,,,,Fossil fuels,Hard coal,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
VCHZ Semtín VCHZ,,,,,CZ,75.6,Hard coal,Steam turbine,,,,,,,Fossil fuels,Hard coal,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
Brno Sever PBS,,,,,CZ,4,Hard coal,Steam turbine,,,,,,,Fossil fuels,Hard coal,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
Zlín ,,,,,CZ,69,Hard coal,Steam turbine,,,,,,,Fossil fuels,Hard coal,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
Malešice 2 TMA,,,,,CZ,122,Hard coal,Steam turbine,,,,,,,Fossil fuels,Hard coal,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
"Pražská tepl TMI,TVE",,,,,CZ,10.8,Hard coal,Steam turbine,,,,,,,Fossil fuels,Hard coal,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
Plzen teplárna TG3,,,,,CZ,11.5,Bioenergy,Steam turbine,,,,,,,Renewable energy,Bioenergy,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
Spalovna Brno SAKO,,,,,CZ,22.7,Bioenergy,Steam turbine,,,,,,,Renewable energy,Bioenergy,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
Spalovna Malešice SMA,,,,,CZ,17.4,Bioenergy,Steam turbine,,,,,,,Renewable energy,Bioenergy,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
Pocerady2 B21,,,,,CZ,845,Natural gas,Combined cycle,,,,,,,Fossil fuels,Natural gas,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
PP C.Mlýn TG1,,,,,CZ,72,Natural gas,Combined cycle,,,,,,,Fossil fuels,Natural gas,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
PP C.Mlýn TG2,,,,,CZ,24,Natural gas,Combined cycle,,,,,,,Fossil fuels,Natural gas,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
PP Kyjov TG1,,,,,CZ,7.5,Natural gas,Combined cycle,,,,,,,Fossil fuels,Natural gas,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
PP Kyjov TG2,,,,,CZ,7.5,Natural gas,Combined cycle,,,,,,,Fossil fuels,Natural gas,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
PP Vresová B1,,,,,CZ,191,Natural gas,Combined cycle,,,,,,,Fossil fuels,Natural gas,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
PP Vresová B2,,,,,CZ,190,Natural gas,Combined cycle,,,,,,,Fossil fuels,Natural gas,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
Alpiq-PS ECKGB6,,,,,CZ,66.9,Natural gas,Combined cycle,,,,,,,Fossil fuels,Natural gas,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
Alpiq-PS GTB8,,,,,CZ,45,Natural gas,Combined cycle,,,,,,,Fossil fuels,Natural gas,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
Plzenská energetika TG11D,,,,,CZ,21,Oil,Combined cycle,,,,,,,Fossil fuels,Oil,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
Prostejov EPRJ,,,,,CZ,58.9,Natural gas,Combined cycle,,,,,,,Fossil fuels,Natural gas,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
Planán/L. TG4P,,,,,CZ,36,Natural gas,Combined cycle,,,,,,,Fossil fuels,Natural gas,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
Kauc.Kralupy TG4,,,,,CZ,32,Natural gas,Combined cycle,,,,,,,Fossil fuels,Natural gas,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
Dukovany RE1,,,,,CZ,510,Nuclear,Steam turbine,,,,,,,Nuclear,,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
Dukovany RE2,,,,,CZ,510,Nuclear,Steam turbine,,,,,,,Nuclear,,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
Dukovany RE3,,,,,CZ,510,Nuclear,Steam turbine,,,,,,,Nuclear,,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
Dukovany RE4,,,,,CZ,510,Nuclear,Steam turbine,,,,,,,Nuclear,,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
Temelín B1,,,,,CZ,1125,Nuclear,Steam turbine,,,,,,,Nuclear,,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
Temelín B2,,,,,CZ,1125,Nuclear,Steam turbine,,,,,,,Nuclear,,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
fiktivníbloky Dalesice,,,,,CZ,480,Hydro,Pumped storage,,,,,,,Renewable energy,Hydro,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
fiktivníbloky DlouheStrane,,,,,CZ,650,Hydro,Pumped storage,,,,,,,Renewable energy,Hydro,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
fiktivníbloky Stechovice2,,,,,CZ,45,Hydro,Pumped storage,,,,,,,Renewable energy,Hydro,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
fiktivníbloky Malevody Cechy,,,,,CZ,262.8,Hydro,,,,,,,,Renewable energy,Hydro,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
fiktivníbloky MalevodyMorava,,,,,CZ,106.5,Hydro,,,,,,,,Renewable energy,Hydro,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
Dl.Stráne 2 TG3,,,,,CZ,0.2,Hydro,,,,,,,,Renewable energy,Hydro,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
fiktivníbloky Vltava,,,,,CZ,703.3,Hydro,,,,,,,,Renewable energy,Hydro,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
Korensko2 TG1,,,,,CZ,0.9,Hydro,,,,,,,,Renewable energy,Hydro,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
MVEZelina TG1,,,,,CZ,0.3,Hydro,,,,,,,,Renewable energy,Hydro,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
MVEZelina TG2,,,,,CZ,0.3,Hydro,,,,,,,,Renewable energy,Hydro,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
MVEZelina TG3,,,,,CZ,0,Hydro,,,,,,,,Renewable energy,Hydro,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
MVEZelina TG4,,,,,CZ,0,Hydro,,,,,,,,Renewable energy,Hydro,,,,https://www.ceps.cz/cs/priprava-provozu,,,,,,,,,,,,,,,,,,,,,
Val Giuf,,,,Rueras,CH,1.5,Hydro,Run-of-river,,1979,,46.6713364433,8.75072947495,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html,,,,,,,,,,,,,,,,,,,,,
Val Strem,,,,Sedrun,CH,2,Hydro,Run-of-river,,2009,,,,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html,,,,,,,,,,,,,,,,,,,,,
Sedrun 1,,,,Sedrun,CH,150,Hydro,Reservoir,,2011,,46.670049651,8.76860353742,12W-0000000021-S,Renewable energy,Hydro,,,- Zentralen Sedrun 1 und Sedrun 2 in einer Kaverne, ,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html,,,,,,,,,,,,,,,,,,,,
Sedrun 2,,,,Sedrun,CH,0.75,Hydro,Run-of-river,,1968,,46.670049651,8.76860353742,12W-0000000021-S,Renewable energy,Hydro,,,- Zentralen Sedrun 1 und Sedrun 2 in einer Kaverne, ,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html,,,,,,,,,,,,,,,,,,,,
Tavanasa (KVR),,,,Tavanasa,CH,180,Hydro,Reservoir,,1962,,46.7510368203,9.04692392804,12W-0000000021-S,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html,,,,,,,,,,,,,,,,,,,,,
Russein,,,,Somvix,CH,24.87,Hydro,Run-of-river,,2015,,46.7202818447,8.89856834691,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html,,,,,,,,,,,,,,,,,,,,,
Ferrera,,,,Trun,CH,4.23,Hydro,Run-of-river,,1999,,46.7435050176,8.98649363197,12W-0000000016-H,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html,,,,,,,,,,,,,,,,,,,,,
Trun,,,,Trun,CH,0.6,Hydro,Run-of-river,,2005,,46.7435050176,8.98649363197,,Renewable energy,Hydro,,,#NAME?, ,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html,,,,,,,,,,,,,,,,,,,,
Dardin (Casut),,,,"Dardin, Casut",CH,0.4,Hydro,Run-of-river,,2008,,46.7573816308,9.04999337816,,Renewable energy,Hydro,,,#NAME?, ,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html,,,,,,,,,,,,,,,,,,,,
Tavanasa (AHSAG),,,,Tavanasa,CH,10.14,Hydro,Run-of-river,,1946,,,,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html,,,,,,,,,,,,,,,,,,,,,
Kraftwerk Tschar,,,,"Obersaxen, St. Joseph",CH,4.26,Hydro,Run-of-river,,2017,,,,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html,,,,,,,,,,,,,,,,,,,,,
Brigels-Tavanasa,,,,Tavanasa,CH,12.5,Hydro,Run-of-river,,1960,,46.7580621697,9.07174622905,,Renewable energy,Hydro,,,- Ersatzenergie:,Abgabe an Repower AG als Realersatz für das stillgelegte Kraftwerk Waltensburg  ,                                    , ,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html,,,,,,,,,,,,,,,,,,
Ladral,,,,Waltensburg,CH,5.1,Hydro,Run-of-river,,1973,,46.771415734,9.11876991407,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html,,,,,,,,,,,,,,,,,,,,,
Ilanz 1 (Stufe Tavanasa),,,,Ilanz,CH,34.5,Hydro,Run-of-river,,1990,,46.7747637594,9.1952255793,,Renewable energy,Hydro,,,- Zentralen Ilanz 1 und Ilanz 2 in einem Gebäude              , ,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html,,,,,,,,,,,,,,,,,,,,
Ilanz 2 (Stufe Panix (Pigniu)),,,,Ilanz,CH,49.5,Hydro,Reservoir,,1992,,46.7747637594,9.1952255793,,Renewable energy,Hydro,,,- Zentralen Ilanz 1 und Ilanz 2 in einem Gebäude              , ,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html,,,,,,,,,,,,,,,,,,,,
Seekraftwerk Zervreila,,,,"Vals, Staumauer Zervreila",CH,22,Hydro,Reservoir,,1999,,46.5789495911,9.1193155643,12W-0000000011-W,Renewable energy,Hydro,,,- Ampervreila und Peilerbach werden nur im Sommer genutzt (Zubringer-Pumpbetrieb)       ,                                          , ,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html,,,,,,,,,,,,,,,,,,,
Safien Platz,,,,Safien Platz,CH,90,Hydro,Reservoir,,1997,,46.6778242878,9.31587383275,12W-0000000011-W,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html,,,,,,,,,,,,,,,,,,,,,
Rothenbrunnen,,,,Rothenbrunnen,CH,135,Hydro,Reservoir,,2011,,46.7658960254,9.41820114963,12W-0000000011-W,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html,,,,,,,,,,,,,,,,,,,,,
Rabiusa-Realta,,,,Rothenbrunnen,CH,26,Hydro,Run-of-river,,2004,,46.7649113824,9.41790308497,12W-0000000011-W,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html,,,,,,,,,,,,,,,,,,,,,
Lunschania,,,,"St. Martin, Lunschania",CH,0.94,Hydro,Run-of-river,,1996,,46.6601503473,9.18823038522,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html,,,,,,,,,,,,,,,,,,,,,
Bargaus,,,,Sagogn,CH,2.82,Hydro,Run-of-river,,1963,,46.7931455833,9.27364512391,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html,,,,,,,,,,,,,,,,,,,,,
Punt Gronda (Segnas),,,,Flims,CH,2.62,Hydro,Run-of-river,,2012,,46.8384516549,9.26509335259,,Renewable energy,Hydro,,,"- Zentralen Punt Gronda (Segnas), Punt Gronda (Platt Alva) und Punt Gronda (Tarschlims) in einem Gebäude; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html,,,,,,,,,,,,,,,,,,,,,
Punt Gronda (Platt Alva),,,,Flims,CH,0.64,Hydro,Run-of-river,,2012,,46.8384516549,9.26509335259,,Renewable energy,Hydro,,,"- Zentrale Punt Gronda (Platt Alva), Punt Gronda (Segnas) und Punt Gronda (Tarschlims) in einem Gebäude;  ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html,,,,,,,,,,,,,,,,,,,,,
Punt Gronda (Tarschlims),,,,Flims,CH,0.3,Hydro,Run-of-river,,2013,,46.8384516549,9.26509335259,,Renewable energy,Hydro,,,"- Zentrale Punt Gronda (Tarschlims), Punt Gronda (Platt Alva) und  Punt Gronda (Segnas) in einem Gebäude; #NAME?; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html,,,,,,,,,,,,,,,,,,,,,
Stenna (Flims) Flembach,,,,Flims,CH,1.73,Hydro,Run-of-river,,1999,,46.8337568535,9.28289622392,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html,,,,,,,,,,,,,,,,,,,,,
"Flims, Felsbach (Karstwasser)",,,,Flims,CH,0.88,Hydro,Run-of-river,,2011,,46.8340905068,9.31765249379,,Renewable energy,Hydro,,,"- Zentrale Flims, Felsbach (Karstwasser) und Zentrale Flims, Felsbach (Bergwasser) sind in einem Gebäude Felsbach			;   			;  ; 			;  ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html,,,,,,,,,,,,,,,,,,,,,
"Flims, Felsbach (Bergwasser)",,,,Flims,CH,0.28,Hydro,Run-of-river,,2011,,46.8340905068,9.31765249379,,Renewable energy,Hydro,,,"- Zentrale Flims, Felsbach (Bergwasser) und Zentrale Flims, Felsbach (Karstwasser) sind in einem Gebäude Felsbach		; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html,,,,,,,,,,,,,,,,,,,,,
Mulin,,,,Trin Mulin,CH,1.6,Hydro,Run-of-river,,2004,,46.833447951,9.34018135796,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html,,,,,,,,,,,,,,,,,,,,,
Pintrun,,,,Trin,CH,6.48,Hydro,Run-of-river,,1944,,46.8148577632,9.34883064445,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html,,,,,,,,,,,,,,,,,,,,,
Ferrera 1,,,,Ausserferrera,CH,180,Hydro,Pumped storage,,2017,,46.5329177645,9.43419338513,12W-0000000016-H,Renewable energy,Hydro,,,- Zentralen Ferrera 1 und Ferrera 2 in einem Gebäude          , ,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html,,,,,,,,,,,,,,,,,,,,
Ferrera 2,,,,Ausserferrera,CH,4.4,Hydro,Run-of-river,,2017,,46.5329177645,9.43419338513,12W-0000000016-H,Renewable energy,Hydro,,,- Zentralen Ferrera 1 und Ferrera 2 in einem Gebäude          , ,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html,,,,,,,,,,,,,,,,,,,,
Nufenen,,,,Nufenen,CH,0.3,Hydro,Run-of-river,,2009,,46.5430537927,9.24795177052,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html,,,,,,,,,,,,,,,,,,,,,
Splügen (Tambobach),,,,Splügen,CH,1.8,Hydro,Run-of-river,,2012,,46.5459228175,9.30973326414,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html,,,,,,,,,,,,,,,,,,,,,
Stauanlage Sufers Dotieranlage,,,,Sufers,CH,0.71,Hydro,Run-of-river,,2010,,,,,Renewable energy,Hydro,,,- Dotieranlage wurde 1989 erbaut, - Erneuerung der Dotieranlage im Rahmen der Gesamterneuerung der KWH (2010 - 2017), ,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html,,,,,,,,,,,,,,,,,,,
Bärenburg,,,,Andeer,CH,220,Hydro,Reservoir,,2017,,46.5901915365,9.42142722621,12W-0000000016-H,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html,,,,,,,,,,,,,,,,,,,,,
Bärenburg Dotieranlage,,,,Andeer,CH,1.6,Hydro,Run-of-river,,2017,,46.5901915365,9.42142722621,12W-0000000016-H,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html,,,,,,,,,,,,,,,,,,,,,
Sils,,,,"Sils, Nisellas",CH,247,Hydro,Reservoir,,1961,,46.7031360141,9.46664904976,12W-0000000016-H,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html,,,,,,,,,,,,,,,,,,,,,
Thusis,,,,Thusis,CH,4.6,Hydro,Run-of-river,,2017,,46.6901486217,9.44288408447,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html,,,,,,,,,,,,,,,,,,,,,
Frauenkirch,,,,"Davos, Frauenkirch",CH,0.7,Hydro,Run-of-river,,1963,,46.7688686224,9.80558112281,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html,,,,,,,,,,,,,,,,,,,,,
Glaris,,,,"Davos, Glaris",CH,1.13,Hydro,Run-of-river,,1964,,46.7360930283,9.77586865383,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html,,,,,,,,,,,,,,,,,,,,,
Filisur,,,,Filisur,CH,65,Hydro,Run-of-river,,2002,,46.6698919694,9.68920263555,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html,,,,,,,,,,,,,,,,,,,,,
Filisur-Tiefencastel,,,,Tiefencastel,CH,24,Hydro,Run-of-river,,1989,,46.6608466013,9.57955507518,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html,,,,,,,,,,,,,,,,,,,,,
Stalvedro (Julia),,,,Bivio,CH,0.65,Hydro,Run-of-river,,1980,,46.4796105068,9.6452128901,12W-0000000064-3,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html,,,,,,,,,,,,,,,,,,,,,
